Income,Customer_Seniority,Numwebvisitsmonth,Id,Total_Children,Customer_Seniority_Days
24097,2012-01-11,25,6817183d-3dee-4198-8a67-b896fb71333a,3,1085
32830,2012-10-24,21,a488ff47-bc70-42d6-b828-4d8bf176f7f0,2,798
11136,2012-05-26,32,6242256b-388c-4091-82d7-19ecadd20c18,3,949
46043,2012-12-31,30,c3a60333-ec50-44e9-aaff-ff10cdb27ad5,3,730
177511,2012-11-05,6,04987cc8-8e02-4149-9a17-f18e179bf02c,1,786
48955,2012-12-23,27,fd2a9fc0-1bcb-40e2-b4af-db514fb48d8a,1,738
138873,2012-06-27,27,263b56c6-264e-43ae-97ff-3b00a1e64b4f,2,917
105939,2012-09-30,19,fb4293ae-2a13-4eaa-89e6-f433dac406de,3,822
11002,2012-12-10,15,e96095cd-fb40-417b-bd8e-3628cdbc0bac,2,751
176908,2012-10-23,32,cde311fa-a0d2-4606-86be-9dcc34f74243,2,799
75054,2012-01-13,18,f0f1da64-fb41-4f2e-8c1d-d3b12907f97d,3,1083
111453,2012-08-24,32,470db7dd-3891-446e-bb3b-870b9fead61b,1,859
69161,2012-03-07,6,ae96778d-5c1a-49e2-a1c9-d93afaf507f4,1,1029
20194,2012-05-08,24,1a04e685-8a41-4e32-8d71-3ac7ca3a515c,1,967
23326,2012-09-01,30,692d70ed-5928-4c01-b68b-4f457948c848,2,851
75307,2012-11-19,6,4539bd46-ca8c-4095-b692-89cdb0441a31,2,772
59722,2012-01-31,3,ed99eff7-918e-4d7c-a602-32f2034d5841,4,1065
17833,2012-03-05,17,659c9f7a-6e4c-43a8-b7d3-9b7c75d233aa,2,1031
74292,2012-02-12,10,8d7cdb44-cd42-4569-b003-ba586a53741b,1,1053
61885,2012-02-20,24,8564459d-8494-4d7a-8be9-90cc33c699d9,2,1045
19925,2012-06-13,29,93286a7c-22cd-44aa-808c-e99997d7894c,1,931
87177,2012-05-18,14,8710a0e9-a207-4747-bc07-31906202cfb2,1,957
72524,2012-08-05,15,8fdf209b-758f-4d0f-8602-80eff7c714ea,3,878
11280,2012-07-27,10,bbfc5f32-0f34-4d0f-a4e1-b8b89f7460f4,2,887
34625,2012-06-14,22,32351355-4102-444c-96ba-f9beca81a0ba,2,930
112646,2012-07-04,28,d68b7fb5-ebfe-4f3b-bbc0-92a129f70d70,3,910
129501,2012-03-02,24,93a4c1e5-709b-489c-abbd-f0af6200ef9d,0,1034
53899,2012-07-20,20,7185f14f-cc59-4845-9825-52f0e5ad5aa4,3,894
29288,2012-05-24,20,4685baaf-c10d-423e-85e2-141c1dc11885,4,951
104330,2012-11-12,1,d162926c-a129-48a0-9fb4-13c8cdb47acb,1,779
62521,2012-12-21,23,55788c6d-e011-4968-bb93-d502772291f6,2,740
29323,2012-07-13,11,b07ef870-8479-4355-ae78-32c5833d98ad,1,901
101701,2012-08-09,2,b256e5c6-c445-4e28-ae72-4c68a9f22f7c,3,874
67474,2012-12-17,1,57007621-164d-464e-9971-608870d08648,2,744
34480,2012-10-16,9,790bdeae-0d7d-4134-a222-ee0a94e8d7af,4,806
109895,2012-12-24,25,e5e0abd8-d67b-41df-9113-5b2c38942341,1,737
49197,2012-07-02,13,e883361e-dd79-4e0e-8ab5-23262cb56d13,4,912
91312,2012-06-22,26,345eb7dc-a040-4cc3-a959-72af12f71cff,1,922
141160,2012-03-27,20,43971043-5dda-47e8-a346-353dcb983870,3,1009
23681,2012-06-09,6,cc73c7e1-8581-4678-8e70-a803946d198a,1,935
102108,2012-11-04,2,b8692028-455f-445b-b112-884c564159f2,2,787
58260,2012-07-25,2,c7051586-d110-4784-9211-d6b363085cd4,1,889
164595,2012-03-12,26,0b11d01e-216e-4b92-a843-9162866ddff1,3,1024
142229,2012-09-15,15,bd14e4c8-b1f8-45a2-9e1e-fa5dae2add14,1,837
137378,2012-01-12,14,c84d885c-2ded-4dc6-815f-60d4db4e7757,2,1084
147623,2012-04-03,31,7d55ed6a-65f0-4a52-9eac-382c83640bda,1,1002
70716,2012-10-16,25,43f3bf7e-2522-4434-9f9c-bf04193bc5d9,3,806
108115,2012-04-22,7,066ecac1-8083-4abd-a2db-cd1729df5dd3,2,983
149062,2012-07-21,5,ec937898-62d0-4015-88c9-a35a4311f2f7,3,893
166604,2012-02-07,29,76079ca7-343b-4212-8dfb-3ea206bf0a7c,2,1058
27983,2012-07-25,30,7e07374a-96d0-4ed1-b6e4-18cc46d136b6,1,889
159616,2012-12-29,27,8091f80e-67c8-468f-853d-ea3f0b979992,2,732
15374,2012-11-10,4,cbbb988d-d169-4897-810e-0d71b2766611,1,781
38461,2012-05-14,28,99d873b8-9397-460c-b4f3-cd606f238493,1,961
14157,2012-03-27,25,e4184d9c-aa11-4253-9709-3a099813b34f,2,1009
67925,2012-07-13,21,21e94e58-f1ba-44b1-9baf-5bf6f5e5832b,2,901
126186,2012-07-06,25,01163a49-2307-44fc-83b8-dc6e0a3b3615,1,908
55417,2012-03-28,20,0d9a185d-0352-42fc-ad4f-1d6c8ed799fc,3,1008
23162,2012-06-22,19,1b9b3d5e-7849-44bc-b06f-038c7daf0a44,0,922
19693,2012-03-31,7,f30b0311-f19c-4657-8853-bebeb926981c,2,1005
164889,2012-12-23,32,4300c7ab-1207-4a1d-8907-df2a331660b1,2,738
35034,2012-09-03,20,77946f95-72df-4791-8f38-8020382906fb,1,849
78580,2012-12-13,14,e2137248-876a-4109-bd95-434e54e29632,1,748
168817,2012-11-21,31,e4f644f5-fcb8-45b5-b395-44b63ab25a3d,2,770
12526,2012-02-01,5,3aae8934-e1c7-4868-844f-ddfbd12e81c4,1,1064
155871,2012-05-30,20,5fc33aeb-a15a-4e8d-8c7d-6f4d6e9eaf78,3,945
64768,2012-01-21,28,11ffae19-00f7-440d-89d7-2b377a5a54b5,3,1075
70392,2012-12-06,3,708dc8dd-9bc6-4fa9-aa15-0e3eb67d552e,2,755
123047,2012-01-05,5,901207fd-4b0b-4095-9b7f-9a9a40b9ef6e,1,1091
126055,2012-07-15,31,b9b32fd2-1b5c-4452-8d4e-06a7ca4c1441,3,899
153002,2012-02-26,8,3d601de7-8cd8-49bb-83d7-ca715424d39f,3,1039
16982,2012-11-15,19,a1abb705-c21b-466d-a837-d58707ce6883,3,776
113880,2012-09-30,2,35578db0-fd13-4004-86df-406d641a2cda,2,822
79208,2012-02-17,2,ee813e53-3b39-4c91-b8f1-0d097c32023e,2,1048
117268,2012-02-03,21,1a4a4aba-4c69-4f6e-a4fb-53abbd043702,1,1062
58523,2012-12-28,21,6ac14bd4-3140-4cb0-b3f1-f85a575e280a,2,733
31558,2012-01-27,3,1dda26de-acf9-4592-951d-026a060c3860,1,1069
20998,2012-05-09,17,8aa0982f-390f-4c43-a0e7-6fc9f213ca1c,4,966
16050,2012-10-27,30,ae535c9c-5e1b-46f5-86e5-3652eb2c346e,1,795
75485,2012-02-09,22,833ed979-43af-4027-95de-f49e403521a7,0,1056
80996,2012-09-13,10,75482015-c5ae-491c-bc9f-5ab7fb85b5af,2,839
70903,2012-09-25,15,9a8fb211-9327-4982-8c66-cf47ede52356,3,827
82436,2012-09-23,28,02109f99-8f04-4258-9b34-bab519099a23,3,829
18638,2012-01-19,14,52ea8165-097f-4418-8bd3-fad692f01d13,2,1077
59401,2012-01-09,25,f7949437-55d6-4cd5-a82b-9cd1cf969aaf,3,1087
77597,2012-08-04,26,6e4dfd9a-f980-46c8-8a0f-8a79af674c34,2,879
121818,2012-12-08,28,b9034719-e64b-4fe4-aaa5-286a71db3740,3,753
15592,2012-07-05,13,0bae3377-f42d-46fb-8ee1-bf6a714d50ab,3,909
108186,2012-05-05,11,a12d19ee-e12c-4650-9a5f-d509f78bb8eb,3,970
62519,2012-09-26,13,b46140fe-795f-4deb-8fe6-5123567337b3,2,826
52315,2012-02-14,12,37b97fc5-b198-4fee-a1b7-049fd9d0fc57,3,1051
129647,2012-11-09,9,404429ad-6081-4c91-a93d-5a4392a287ba,3,782
45226,2012-10-09,19,ff58b107-747a-40e8-80b9-0484e3ad370a,1,813
118542,2012-06-27,12,9ea85044-47ef-4e15-9ca1-fd31d4b65fac,0,917
113327,2012-05-24,18,7627cc74-4479-45d4-8fc7-5c7adc27cc52,2,951
141221,2012-08-31,8,279047d8-f2ed-4332-8986-0190c312e2f8,3,852
103415,2012-11-19,2,acde0793-7260-488a-b547-58b2bafff673,1,772
149235,2012-02-03,5,76653d52-7b4c-4296-ba68-07ee11231252,1,1062
53195,2012-01-29,12,13187721-8033-42d8-88ee-95c7a72c224c,4,1067
36343,2012-08-21,6,b24f73e4-9f7d-496b-80ce-6d23f34993be,1,862
49940,2012-11-26,31,ec003074-dd4b-40c0-86eb-a2d4ad3c59f0,0,765
117802,2012-05-22,26,2dc6ff86-1eed-40eb-8282-e619d54c2729,2,953
10212,2012-10-27,9,a27f0f4a-7afc-40e8-9505-ea3cfef49252,3,795
129927,2012-02-26,30,fd05fda3-50d3-4c0a-b452-525caa12cacf,2,1039
164155,2012-03-05,21,b63c049d-736e-4c18-8717-b2dcda119b26,1,1031
10120,2012-08-06,26,80750eb2-ed0d-491f-a47f-7d03d8bbd601,2,877
172012,2012-04-21,31,552952cd-c6d5-4b3f-ac0a-0cecc756dd68,3,984
91607,2012-12-11,24,c44de7aa-d2ec-4c52-b93f-4ddb47f1c125,3,750
162941,2012-02-22,20,64b276d9-82ce-4867-956a-bad183219e71,3,1043
101553,2012-08-19,2,fd5dc8bf-7441-4394-9fbe-6c4d21521703,1,864
41996,2012-07-08,28,ba154f32-f15f-4816-bd1d-0d5a31b92e9a,2,906
179217,2012-04-05,14,ae42d595-87e4-4d35-96bd-570ecc05fda1,0,1000
125635,2012-12-20,26,ff354ff4-2d01-410f-b14e-b8887a381359,2,741
84482,2012-05-17,26,f4d88b53-2368-4628-9904-c3cba3794d39,2,958
155263,2012-09-22,16,80c4932e-6a9f-493e-b1e1-6c0317af89c0,2,830
25917,2012-09-20,25,4e8b7870-08d6-4397-ad28-6a504cec874b,1,832
149498,2012-03-01,6,594ab939-456d-4e3b-afcf-9aeac4eac330,2,1035
11536,2012-05-21,30,15e7e0ee-9b4a-419b-adf5-476d8af97003,3,954
111760,2012-03-20,18,cacbd4aa-64f6-4c95-8670-cbfbc803069b,2,1016
8274,2012-01-23,20,c60ab111-ede7-4372-b8df-6a5474163e23,2,1073
171218,2012-02-24,17,66ae5e91-16a9-4c98-b1d0-35ff2cc29402,2,1041
9535,2012-02-15,3,42e1f91e-f510-4146-ab27-707c392e0a68,2,1050
106321,2012-01-21,13,7086f840-7cc3-4ef3-9021-446fc5c2b5e2,0,1075
107493,2012-02-10,4,ba5dc35d-cb9b-4627-b7af-180e6d27b7b3,0,1055
104832,2012-08-29,30,4006928a-43d1-462a-8b27-e4a0a8ca7034,2,854
146414,2012-06-06,11,462c6723-d6cb-4f22-b6df-bb94579c7e55,2,938
94326,2012-10-03,26,ebedc4e5-867d-4b1f-894f-c6416b014878,2,819
5879,2012-05-10,25,56a000ca-5d01-4c37-9ac1-2c35546c84ed,3,965
58745,2012-10-23,5,86fbbba5-7abd-458e-ac08-934627a8445a,1,799
81821,2012-11-28,25,8654dec7-ce94-465a-8f0f-0bef149a4bec,3,763
41684,2012-08-31,27,d7430b3c-cbe1-4d5b-8c11-b62d2be11cbb,1,852
105620,2012-03-08,7,f16cafb6-530d-4b64-ba49-5154d5e75c80,3,1028
59226,2012-01-18,21,9fa21f21-6a02-438e-b172-5205c86c13cb,2,1078
22412,2012-12-28,15,11ab0ff5-efe1-4062-b665-5dd48fc957dd,1,733
158514,2012-06-05,2,6b3c4daf-8513-43a5-b217-48fc86e5ba15,4,939
115394,2012-03-04,29,4ed2398c-b3c4-4ede-8a3e-fd4375d028e8,1,1032
118276,2012-04-13,29,538205d9-4bd7-4726-9615-6530e39e07aa,3,992
168338,2012-07-28,22,b47ffe8e-9342-4b8f-8aac-f4d02b832af3,3,886
49500,2012-11-27,25,d85b7f75-da3d-4559-beaa-61ff53efa1d8,0,764
136485,2012-01-14,23,ebde5573-a2e5-45d6-980c-2ad786f11a1f,2,1082
72287,2012-12-21,18,b00afc82-64cf-462d-b9a2-43f08bba689d,1,740
38274,2012-02-04,15,2c91ed01-8c36-44f3-91ab-9830b4f2a20b,2,1061
60147,2012-08-17,1,62adb5d1-d943-4883-8d6f-214e319d6813,1,866
82314,2012-11-21,26,7e7f9f09-3acd-494f-9bd9-679606da512a,3,770
124628,2012-01-17,13,95d2b9b4-87ee-4310-808c-3784f93ca6b7,4,1079
95200,2012-12-31,13,404902b5-d3a0-4d18-8235-0b9ca331ff7f,1,730
47117,2012-08-27,22,e6bf26a5-ee51-40f7-8745-75153f9bf045,2,856
38142,2012-08-08,20,65321683-80bb-43ee-bf8f-2fa3921abb1a,2,875
120111,2012-10-24,9,f082cfe6-0297-4f7a-b56e-570d69cb306f,0,798
163404,2012-09-18,22,969d5231-0af3-4426-9739-b8d379d8d197,2,834
103794,2012-06-20,3,6af0bc6c-0b35-4a0f-a1a2-d0e2f956c7eb,2,924
76289,2012-12-28,2,1b7ef7c5-9a76-4066-a490-22167bf021a0,1,733
42202,2012-09-22,25,b686cffe-4a93-45f0-8576-b8fbf9db0753,2,830
119493,2012-03-14,5,74ca7ef8-5891-4ca5-91c1-b5e7b8272edf,3,1022
131520,2012-03-17,19,c2fb2161-5ac2-4292-8308-8caa70f3f8a7,1,1019
117557,2012-05-17,25,624f377a-11c0-4a7e-8922-b5abc91b8efe,2,958
45085,2012-09-28,13,40aeffb3-4d45-4fad-94e1-243bd3af1b18,3,824
179061,2012-02-05,5,9849fb92-a8ef-4204-83d7-ea6a4b4a895b,3,1060
156231,2012-01-16,26,b634440c-e79b-4b7c-b901-ba88a2c4720c,0,1080
82469,2012-04-08,12,814e6e97-ab47-4eca-ac17-e6b191d8ef3b,2,997
89018,2012-02-18,4,467d3e80-5ec3-4aa2-a140-fea4f7c1464d,3,1047
96215,2012-01-29,7,87ba54b3-b83b-4304-81eb-d3e54631376d,2,1067
64846,2012-01-06,12,9fa2320c-3940-4db3-8dd8-1dbda2de1701,1,1090
33520,2012-12-06,2,d00698aa-df07-4a6e-8ec3-ed6c584cc8c4,1,755
145531,2012-12-10,21,ef7efaf5-c810-49da-98e3-65d085847115,3,751
150637,2012-06-20,7,6b9f6a5b-5249-4492-8133-c549c15c3933,2,924
14621,2012-01-11,15,c2bccc09-c782-40b8-aecb-bbfbcdce8881,2,1085
37233,2012-05-10,14,97bea60b-4a20-46dc-99bc-04e2a1b51574,2,965
105192,2012-01-05,28,f9991819-6434-4dc5-bb55-976389a19ad3,3,1091
100075,2012-07-12,27,5ef513b2-5688-4a40-acc9-7fb718dc0c98,0,902
67887,2012-04-03,14,5a347b1c-cb73-44ed-acd5-8206c14e39b1,1,1002
156573,2012-12-17,29,e816cde8-c080-4c71-b552-c12459ec6853,1,744
87259,2012-06-25,12,5776f990-11fa-4219-8660-a5906c46fcce,2,919
74022,2012-11-11,28,dbadebd7-69bb-48b1-a44a-87cd383b1fba,0,780
174520,2012-12-04,21,71e2f0c1-d5ac-458f-bccb-aa8e32afde9d,0,757
101055,2012-07-22,22,14cbb274-b3ac-4f4f-a1a2-979d88805919,2,892
145280,2012-04-23,29,63f7f4fd-6477-45d2-8ca4-272121522fcb,0,982
11201,2012-08-29,30,60a699c3-318b-4ef7-b98f-bb721aaa9f90,2,854
151448,2012-01-15,3,9d84fb7c-81e4-44be-8bd4-2c3c13198317,3,1081
145744,2012-05-25,3,0e5fc002-b2fa-4eb8-9911-0f461feba107,3,950
8499,2012-08-02,25,8a4d86ef-7a2f-4c2d-87a7-d106d78d82b4,4,881
105483,2012-09-29,28,e25bd753-44af-4213-8c56-5c293057dfe7,3,823
7988,2012-08-21,26,d651a79d-ce9f-4008-842c-dcb63963d96e,2,862
142468,2012-08-11,21,547d28df-8152-4980-878e-0f780e2ecef7,2,872
99130,2012-07-28,23,e5ea7afa-b2f7-4dd8-aac6-394cc56ce66f,2,886
160247,2012-07-15,4,50d52aa9-cbbb-4766-8f01-e5dafb52b2fd,2,899
139245,2012-09-29,24,91a47ec6-dde4-4db2-ab64-b12cc5a99713,2,823
113644,2012-05-21,22,fed0eb71-726b-4a0f-8683-44d7bdd91568,4,954
78523,2012-12-11,18,90ec1194-56d0-4ea0-a9a4-8f1af9d48a4b,3,750
45199,2012-08-15,8,c1948efe-c9b4-4c88-b1c2-53183c9696ed,3,868
55689,2012-08-11,1,10872b08-1e99-4a8e-8da1-51594e824e08,1,872
127665,2012-07-31,30,678bd393-829b-422f-9cf3-29e58c8e95fb,0,883
148968,2012-04-05,12,07dedff9-6834-4901-a942-8a2820f8d373,3,1000
38324,2012-08-02,29,7e0013ba-1009-4b7b-b372-6256b4ebd379,0,881
97410,2012-08-09,5,b6df9302-931f-46fc-b2fd-a5935c43383f,4,874
68806,2012-01-13,21,af8e87c7-9703-4864-92ee-57dcd963a785,4,1083
10002,2012-08-18,13,77f145eb-45a1-471a-a1d5-d130cbaa71cd,2,865
30297,2012-11-17,31,0837560a-8594-4c05-ae15-d82ac4728802,2,774
163591,2012-04-17,23,54287e6e-cdbf-4547-a767-f8bda58135a0,3,988
104554,2012-03-16,5,b0902d94-e4a5-4dde-9c84-50b273d61638,2,1020
170696,2012-12-25,2,756af94f-a412-4d7b-accf-914e0dff99c6,2,736
33293,2012-06-02,20,1a1b9ecc-a41f-4a47-9a0e-33af5134e528,2,942
164280,2012-06-04,29,f245ed27-c558-4b38-87e4-17c9204791e8,2,940
47565,2012-06-11,15,c0c5b7d7-c437-4f5f-b96f-3565b386a52c,2,933
26659,2012-10-05,29,447f8c59-6c3f-4fe0-bf1b-112ae2823e5c,1,817
132754,2012-02-07,25,e9dc8a2c-6780-4cee-a323-cc08ff27921d,3,1058
56252,2012-07-10,21,79e17ead-9dcd-4470-8b09-21cc1bd1b120,2,904
61049,2012-08-22,16,ea793a23-1738-4c17-8b57-f0a228f304dc,3,861
123077,2012-10-28,17,3d176e4a-592f-423d-9e1a-eafad57aaf91,1,794
177517,2012-12-27,24,04f63b7a-11d5-442e-a23f-596be40c0122,3,734
156915,2012-01-31,15,2cae2246-0234-4c8d-b13a-a3659f92c420,4,1065
131030,2012-04-30,24,82028a9f-0478-4f97-bec0-ae9ae0047599,4,975
135031,2012-10-07,8,149820cb-6dad-45ea-a728-52d6d28fa3db,0,815
14240,2012-07-16,29,377903ce-8641-4f22-9233-d5db368a6119,2,898
26720,2012-01-26,26,95b1e410-99e7-4fb6-9fcc-bd3a8a0bae6a,2,1070
141050,2012-11-01,6,526cc8ad-15b6-4699-b049-28ad98de6172,1,790
6437,2012-03-07,32,d23a632c-1f9f-4ac3-ac70-b8d87d5a9c8b,3,1029
43315,2012-03-16,30,169ce3aa-0c84-4c8d-ab9a-8cd33cb17876,3,1020
143226,2012-03-03,4,d787d8c7-0313-4216-9a66-80d51770fbbc,1,1033
72847,2012-08-31,28,23fe34fb-6ac6-474e-b210-355f898428f4,2,852
55881,2012-06-27,7,74b86bb4-901c-4f99-a504-e26cc0880ff8,1,917
42558,2012-02-12,9,9189d98d-df6c-40f9-8296-05d8abc6c65f,2,1053
80410,2012-10-12,18,410417e3-6e1a-41a5-909a-b1eeda67af9d,0,810
37198,2012-09-02,28,47609b04-3537-4e6a-b7bc-921ce61461bd,4,850
51901,2012-05-27,31,a7680864-65e3-47b2-8d8e-de88fbc4695b,2,948
22120,2012-05-29,16,7a1073de-df19-4765-9a79-f7c332a1b38e,2,946
165528,2012-06-10,3,e5ece140-c0a0-4fc9-9434-d8867b8855d4,2,934
41420,2012-09-24,19,dc2fa4be-508c-42dd-851b-677fd0bf2698,2,828
131056,2012-07-14,5,7a7644d0-c7fe-423a-84d8-7463521bd3fb,0,900
148490,2012-01-06,31,c8b03620-f210-4118-bb1c-560023b5840e,2,1090
144708,2012-11-12,9,f8b1ba2a-6cc3-4f35-919b-b06fc10afdab,2,779
50430,2012-10-06,16,c51ac98f-1c5b-4750-aa77-a0616904fc6b,2,816
151466,2012-04-20,9,bd2eaeb6-e74c-4f6c-9fa5-0e7c6ad17269,4,985
111517,2012-07-20,3,3e9f6e85-7772-4253-bfbc-4a2d4b62fdce,1,894
133935,2012-05-14,27,39187316-705d-4df6-b16a-d411ccdbfcdf,3,961
174309,2012-10-31,17,54933709-0153-4170-ae63-0561458749ac,2,791
84026,2012-01-09,6,ddd1eea9-07a6-48e7-ae49-9a88250c6e87,2,1087
171201,2012-10-23,27,e4bd656a-efbf-4a47-8fbe-0fc04f7738d1,4,799
90842,2012-07-01,14,9cb1dde6-f239-4797-914c-03ef0a51218a,2,913
58245,2012-07-18,5,e1b26f40-b564-4ee3-a691-b37eac5a539d,2,896
133650,2012-06-26,3,6b5d9bd8-bfcb-4da2-b01e-ff86381f969f,0,918
164064,2012-09-30,27,1a0763e4-7456-4965-a9ba-9496d7c3d8a3,1,822
162875,2012-10-30,15,4a7cdc03-8670-4303-93fb-0627da636279,2,792
135390,2012-11-25,23,c9dd0fb0-9cbb-4378-b1d0-33f65a5ca157,3,766
47347,2012-06-15,4,e57a8b8c-4f21-4fcc-9496-f9875ca8177e,2,929
162220,2012-11-10,28,fb1bb117-645d-4108-b85c-25b34b362418,1,781
99658,2012-11-04,2,cf08fd28-9906-4960-9027-e32663d08546,1,787
30056,2012-09-21,4,3d77bca9-9865-479d-a9c5-8bf689c3a98b,4,831
157806,2012-05-01,28,9435f1b0-8050-465b-bd59-ccc382ad88da,0,974
132622,2012-06-28,7,4220f495-c390-4135-a161-abadf7e27a6c,4,916
97440,2012-01-11,7,418ff91d-34ee-49ba-8b2b-3403233c9f7a,3,1085
65343,2012-12-27,10,98c602e2-b8bc-4f7c-a158-e5ea611595b1,4,734
102226,2012-01-18,3,607e2334-4612-4c79-86ab-ee238788a2fe,2,1078
150375,2012-11-26,30,47118f0c-2b50-4840-88e9-6c2ff6d1666a,3,765
80099,2012-01-15,15,990f6698-c878-4f86-906a-87b6d4104b2d,2,1081
132599,2012-08-26,28,0748970c-b685-4797-9e59-a609409f3201,1,857
180436,2012-06-24,12,02b7ba40-913a-4157-b851-7531ae467f03,2,920
140117,2012-05-14,27,d0b60b5f-79e7-4e13-8b29-8afe6a365c11,4,961
105836,2012-07-25,3,e03c685b-2aed-4c3b-975d-9fbacab6a9f2,1,889
118784,2012-01-27,7,88fd153c-90e7-48bf-86cb-6f7a0a6754dc,3,1069
157174,2012-03-01,6,0e191b17-ad87-4150-9f6d-a5b9c4783b6f,1,1035
137034,2012-09-24,12,189b5c04-8733-4f28-82c2-435557b063c9,1,828
111788,2012-11-14,1,34408341-66d7-495e-af59-7545bd3e9a0f,2,777
155286,2012-11-29,28,5328aa3d-79f0-4ebc-8856-1341afa8b8a8,2,762
148106,2012-03-01,26,006e05c6-1340-479b-94b4-a3dbe4d7ad88,0,1035
99843,2012-04-15,17,01736a2d-160d-43c1-a85d-b3b2bbae3664,0,990
92516,2012-09-13,21,627fec05-3b6c-4c3c-ab99-6c23cd32aa67,4,839
32462,2012-12-26,21,d4068027-f383-4ad5-85d0-f3e3c9f7301e,4,735
120389,2012-06-16,21,47963b40-a465-4b34-adba-3bbd06de2ecd,4,928
64816,2012-02-07,7,8514bca9-1846-4f7a-8980-adc261086c10,2,1058
172446,2012-01-07,2,03056f05-66ea-4426-8f28-691884e05835,0,1089
105094,2012-03-16,25,00b20383-3d34-4bff-989f-2d8fd7316696,2,1020
144606,2012-01-21,29,dbc46809-6d14-42f4-8831-d6a0bc916170,4,1075
56410,2012-09-20,20,ade35484-ee01-4352-9110-7217f19a965d,2,832
129241,2012-03-04,16,98f53ce0-f255-4114-b497-db2dbfd9e5d3,2,1032
180272,2012-12-19,29,98c7144d-07e5-4ebf-9b98-8b1868a1b248,2,742
25627,2012-04-15,27,1f3bc0f4-f730-4284-9c45-21121c248bdc,3,990
42176,2012-09-14,17,a7ba41c9-0517-44bc-98c6-15692ae05ed6,1,838
165029,2012-04-03,31,3c3f928d-0895-4289-bfa3-7b437525e58e,0,1002
145887,2012-04-24,30,19cbbcd4-5012-4ca8-9a72-19051636a285,2,981
178115,2012-11-20,13,cf723193-7fd9-48cc-aa92-bf014f9d6cbc,3,771
176269,2012-04-30,28,6531fbb9-aaf2-4ab9-93c8-2a920ede782b,4,975
77864,2012-06-16,1,35b60bae-d5c3-403c-95a9-b8fb24e291dc,4,928
103823,2012-03-30,14,2c05044d-11f4-421e-bb23-1dd6b41f3fce,2,1006
91953,2012-05-05,12,39541644-24f6-4818-be62-95ff019dd1de,0,970
20508,2012-06-26,8,7dedddf1-4e84-4b95-8806-3cb4d9191a14,3,918
158257,2012-01-13,10,a5bc7a1d-461f-42bd-826a-428edd758630,4,1083
145352,2012-05-21,10,1f220b47-c914-4156-9226-b9cee2c9c5c2,2,954
174094,2012-08-23,22,68d7dfee-46df-45af-9ab4-086dd4f7f318,2,860
71433,2012-03-31,14,c6b6d742-6444-482a-acc6-658856dd3a12,1,1005
98408,2012-12-02,1,ba5033ce-06cd-4967-abcf-71d2705bedd8,2,759
105981,2012-07-15,8,aeba292c-97f0-4ab3-9e76-bae45e8ce10f,1,899
76694,2012-06-17,10,00a85995-fd72-4785-805a-33db0a073754,1,927
33302,2012-09-19,21,716393c2-5925-4fbd-a3d0-76c8db7fb9dd,2,833
10633,2012-10-04,9,ff302636-f850-4a24-ba33-29534e7a521c,0,818
103572,2012-05-04,14,f8adee44-2e5d-4a72-8cb8-1688c1f1937f,4,971
179770,2012-07-31,6,e17b46df-f1ef-4c22-a098-12483ff15651,0,883
84377,2012-09-29,17,2c9e9a44-721a-4f34-8932-6eafcd5015e5,0,823
152883,2012-05-03,30,b86dbff6-5bdd-4c1c-bc9c-1eeca996ff02,4,972
19644,2012-03-23,20,3a68c7b6-b096-4d15-9444-8687c41ec9cc,2,1013
100660,2012-03-03,5,19b232ba-60df-4e4b-94b9-32c58dc01813,4,1033
131095,2012-07-14,32,27d3930b-b53c-41a6-8d0e-7af4f5c8efc2,1,900
175680,2012-01-08,10,a436126c-5d1f-4bed-8820-a94053347e8e,1,1088
159969,2012-02-24,25,72714aa9-4652-41d1-93dd-bef9e279d791,4,1041
26683,2012-01-09,15,70dfe69c-207b-484a-9d2b-f66e459fe872,1,1087
152147,2012-04-01,20,4b361f6a-171a-4ae6-855b-13a33288774b,2,1004
84629,2012-12-13,19,060c77f1-1a2f-4231-929f-8f83db289415,1,748
45165,2012-11-17,30,e24e4b59-6891-4e55-946e-f8116e4147b6,2,774
173131,2012-02-28,9,57abf910-6a13-4f42-a039-05fcf96d486c,1,1037
23720,2012-01-29,5,a0f3f70f-7395-4d6f-af56-92d275ca8379,0,1067
55182,2012-02-12,15,d7513e0c-8f06-46d9-89c8-b23574ec091f,1,1053
36694,2012-10-08,28,da832fb2-29ba-407d-add2-10bc09908020,4,814
47742,2012-07-21,4,0eb9966b-cb35-4c7e-87ba-65037461b3c1,2,893
125133,2012-02-09,18,e9014e6f-7d66-446e-89b9-e96bc9085274,3,1056
132476,2012-02-09,13,6cf9e5ef-80de-42c0-96a2-e0ee9c79b2ea,1,1056
48805,2012-07-19,14,8ba797a2-2dfc-431a-947d-c21d6d6bd83a,4,895
151356,2012-05-14,26,e3e47798-9948-4530-8f37-e24fb0fa18be,1,961
41623,2012-12-15,6,c5c8a5d2-16b8-4a0f-b023-8184bfba07d7,0,746
175562,2012-08-14,4,6ea2b373-3800-47ea-9dae-1c24a7ae9477,1,869
60828,2012-09-15,30,8901d635-c2bd-4b51-bb01-3d633cce4ef1,4,837
35123,2012-01-22,18,fe8985ec-0e39-4610-a0ca-9c2bf0005ae2,3,1074
41517,2012-07-06,20,e85e5248-422a-4675-870e-2aa82e7f268b,0,908
