Age,Job,Marital_Status,Education,Default_On_Payments,Housing,Loan,Contact,Last_Int_Duration,Int_Nr_Campaign,Passed_Days_Last_Int,Int_Prior_Campaign,Last_Campaign_Outcome,Rate_Change_Employment,Cons_Price_Idx,Cons_Conf_Idx,Euribor_3_Months,Nr_Employed,Product_Or_Service,Date,Contact_Year,Contact_Month,Contact_Day,Quarter,Income,Customer_Seniority,Numwebvisitsmonth,Total_Children,Customer_Seniority_Days,Id
41.0,technician,married,professional_course,No,No,No,telephone,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-08-12,2016,8,Friday,3,157257,2012-03-11,30,0,1025,3551b3b2-e80d-4213-abea-75076ac1d8fe
44.0,blue-collar,married,basic_4_years,No,No,No,telephone,38,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-08-26,2019,8,Monday,3,169770,2012-06-21,28,4,923,92eefb59-c450-47e9-a399-c30d2e21a6e1
47.0,blue-collar,married,basic_9_years,No,No,No,telephone,625,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-02-10,2015,2,Tuesday,1,54145,2012-06-10,28,1,934,ebf3bda5-1c84-417b-b2ab-71215584da7a
32.0,admin.,married,university_degree,No,No,Yes,telephone,175,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-07-06,2017,7,Thursday,3,18549,2012-06-21,6,2,923,e4b68e3f-9b38-4e9d-96cb-9129f9ce73f5
39.0,management,single,basic_9_years,No,Yes,No,telephone,134,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-10-14,2015,10,Wednesday,4,180088,2012-09-16,23,4,836,cefb789d-826c-48e7-91b8-a0fcc1addf6e
45.0,blue-collar,married,basic_4_years,No,No,No,telephone,97,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-04-16,2019,4,Tuesday,2,170305,2012-12-28,10,2,733,41ed884b-6d49-4039-8654-06d4a64f4e22
33.0,management,married,professional_course,No,No,No,telephone,282,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-09-20,2019,9,Friday,3,76720,2012-06-30,5,3,914,bae82b52-345b-45a1-990f-a13d7b61e56a
27.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-05-03,2018,5,Thursday,2,141779,2012-01-04,10,4,1092,0a8900c2-d198-4d2e-a857-8337dd507488
57.0,retired,married,basic_4_years,No,Yes,Yes,telephone,438,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-01-20,2017,1,Friday,1,169107,2012-12-03,4,3,758,e752bdd0-43da-485c-af92-ba74cbd31ece
32.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,999,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,,0,0,,0,144509,2012-05-05,27,2,970,2387384e-ebdc-427b-87b2-4a05a37f0136
33.0,blue-collar,divorced,basic_9_years,No,No,No,telephone,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-05-04,2017,5,Thursday,2,54996,2012-08-27,12,3,856,0b2c22d2-c8e5-41f7-ab75-4971cffe0c72
57.0,self-employed,married,unknown,No,No,Yes,telephone,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-10-23,2016,10,Sunday,4,55159,2012-11-09,31,3,782,9ac6a41b-8b79-4434-8585-5ccbc4883d62
34.0,blue-collar,married,basic_4_years,No,No,Yes,telephone,289,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-12-07,2017,12,Thursday,4,89878,2012-09-25,14,2,827,a6cf827c-49de-4bef-b7a9-97bc0e42fc3d
39.0,unemployed,married,basic_4_years,No,No,No,telephone,217,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-03-03,2015,3,Tuesday,1,139572,2012-04-22,15,2,983,0db695f9-5438-4167-92d1-78ffd2828390
50.0,admin.,single,university_degree,No,Yes,No,telephone,169,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-05-01,2015,5,Friday,2,50700,2012-02-05,17,1,1060,92b81463-3201-41bb-a5d8-bcac936bcd63
44.0,blue-collar,married,basic_9_years,No,Yes,Yes,telephone,247,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-03-07,2018,3,Wednesday,1,17126,2012-07-07,21,3,907,61892ae1-9851-46e5-89cf-4bece8fdfecc
48.0,blue-collar,married,professional_course,No,Yes,No,telephone,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-04-22,2019,4,Monday,2,87291,2012-09-15,5,1,837,1ca9b7b1-5c5a-4a4b-a48a-530fcba5068f
56.0,retired,divorced,high_school,No,Yes,No,telephone,60,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-12-29,2018,12,Saturday,4,83233,2012-09-28,25,4,824,06eb502a-2205-4030-badf-9143b28b3720
42.0,blue-collar,married,basic_6_years,No,Yes,Yes,telephone,99,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-08-19,2017,8,Saturday,3,108215,2012-01-26,19,3,1070,3b43ae35-60f1-4d97-8fef-c03ad73364cf
37.0,blue-collar,married,high_school,No,No,No,telephone,26,14,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-10-12,2015,10,Monday,4,70119,2012-01-04,19,2,1092,e6595504-0e1c-4edc-8d26-18bdd19dff6f
29.0,technician,married,professional_course,No,No,No,telephone,128,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-03-29,2017,3,Wednesday,1,133891,2012-02-10,22,1,1055,800915db-2604-472a-a036-9186e295ee79
32.0,services,married,professional_course,No,Yes,No,telephone,215,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-06-08,2019,6,Saturday,2,138838,2012-04-23,5,4,982,825c7aa2-a8c7-457e-8f85-5c01c0d860d2
40.0,admin.,single,high_school,No,No,No,telephone,64,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-08-18,2016,8,Thursday,3,6739,2012-02-11,30,3,1054,fb836cb4-1f49-4398-abe3-cc98a3d2d62b
39.0,management,married,high_school,No,Yes,Yes,telephone,52,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-08-22,2019,8,Thursday,3,150787,2012-12-31,30,2,730,bba78094-fc84-47f7-8428-96145c73b5e2
34.0,services,married,basic_6_years,No,Yes,No,telephone,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-04-26,2015,4,Sunday,2,96665,2012-06-13,15,0,931,9a51a491-a215-429c-97c2-316fbc4c057a
50.0,housemaid,divorced,basic_4_years,No,Yes,Yes,telephone,292,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-04-23,2015,4,Thursday,2,22419,2012-02-01,32,2,1064,628f58dc-93cb-4f48-89d0-df94c7ef8fe4
28.0,blue-collar,single,basic_4_years,No,No,No,telephone,129,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-05-09,2015,5,Saturday,2,87469,2012-09-03,19,2,849,5e1e9e9b-5558-4ee0-9176-b754de8493d8
43.0,housemaid,married,basic_4_years,No,,,telephone,201,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-08-18,2019,8,Sunday,3,57059,2012-04-16,31,2,989,6155b01b-6f8b-4358-ac63-379106a74be2
27.0,admin.,married,high_school,No,Yes,No,telephone,210,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-11-30,2018,11,Friday,4,112966,2012-10-12,26,4,810,dea70596-83a2-43d7-b341-ca7c19a97443
38.0,services,married,basic_9_years,No,,,telephone,114,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-08-08,2015,8,Saturday,3,32852,2012-12-25,21,2,736,0c0a5b7d-9b77-4617-917b-5f7e10027d46
37.0,technician,married,professional_course,No,Yes,No,telephone,657,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-08-15,2019,8,Thursday,3,79501,2012-03-14,3,2,1022,72a669f2-9478-490e-96b6-e1d22cb07fe6
39.0,admin.,married,basic_6_years,No,Yes,Yes,telephone,88,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-01-17,2017,1,Tuesday,1,40066,2012-06-01,9,3,943,2a399e7d-433e-451b-8947-7879288b8ba8
36.0,technician,divorced,university_degree,No,Yes,No,telephone,147,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-09-25,2016,9,Sunday,3,62970,2012-08-03,28,1,880,f5d5d674-0f2c-433b-89a9-dab090590172
43.0,services,married,high_school,No,No,No,telephone,443,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-06-14,2016,6,Tuesday,2,118053,2012-04-22,20,2,983,11f53995-b8f3-457b-9194-a44afbab818d
55.0,technician,married,basic_9_years,No,Yes,Yes,telephone,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-06-12,2019,6,Wednesday,2,48379,2012-10-12,22,2,810,52fb829c-4c82-4c46-8286-5e268f169eb1
35.0,admin.,married,university_degree,No,No,No,telephone,127,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-02-16,2016,2,Tuesday,1,124981,2012-08-11,23,2,872,cd7a9811-b49b-4bd9-9e77-b467b8014383
27.0,blue-collar,married,basic_6_years,No,,,telephone,1063,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,1,2015-09-23,2015,9,Wednesday,3,121273,2012-04-22,8,1,983,a81de47d-994f-4b8e-a58e-ef2fd49e3d8f
51.0,entrepreneur,married,basic_4_years,No,No,No,telephone,446,2,999,0,nonexistent,1.1,,-36.4,4.856,5191,0,2018-04-24,2018,4,Tuesday,2,66786,2012-12-19,20,3,742,6c9e7ad5-e3e7-449c-bb3c-c3fb87fa3139
34.0,housemaid,married,high_school,No,No,No,telephone,252,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-01-30,2018,1,Tuesday,1,58981,2012-08-11,12,1,872,81eec6bc-f0fc-4685-bd06-d97f00fd1f0b
28.0,technician,married,professional_course,No,Yes,No,telephone,80,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-01-18,2018,1,Thursday,1,60315,2012-03-19,11,3,1017,fc2e2edd-f252-409a-877c-4648b1a07b88
50.0,blue-collar,married,basic_6_years,No,No,No,telephone,1446,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-11-27,2016,11,Sunday,4,71448,2012-04-23,15,1,982,a69e6589-5cb6-45f8-a7a9-3fed2c22d13b
26.0,blue-collar,married,basic_4_years,No,Yes,Yes,telephone,144,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-01-30,2015,1,Friday,1,53754,2012-10-16,26,3,806,73198c4a-75ce-4765-a9c9-cd9e6232fcaf
50.0,admin.,married,basic_9_years,No,Yes,Yes,telephone,412,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-01-02,2017,1,Monday,1,167588,2012-07-13,11,1,901,5b98da1d-5a48-4dc3-b609-1341f8c289b2
39.0,blue-collar,married,basic_4_years,No,No,No,telephone,222,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-12-21,2019,12,Saturday,4,66901,2012-10-04,31,0,818,c57db05a-d4a6-44e1-9e75-c90fb8f833a5
52.0,blue-collar,married,basic_9_years,No,Yes,Yes,telephone,29,16,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-10-29,2017,10,Sunday,4,36157,2012-03-14,19,3,1022,129aae2b-3be9-4341-914c-39f8939b1e34
39.0,admin.,married,high_school,No,No,No,telephone,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-01-18,2017,1,Wednesday,1,56777,2012-01-30,21,2,1066,d4a4a9e4-4eb2-4f6d-bb02-230b85cdfc9c
37.0,blue-collar,married,unknown,No,No,No,telephone,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-05-14,2017,5,Sunday,2,138226,2012-09-21,27,0,831,e44f7d6f-bcae-472f-93ba-9fdb97a92251
43.0,technician,married,basic_9_years,No,Yes,No,telephone,202,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-11-16,2015,11,Monday,4,93204,2012-09-30,9,2,822,e01d2fc7-8bcb-4f86-8a4f-52854d7367a3
46.0,admin.,married,high_school,No,Yes,No,telephone,723,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-03-21,2015,3,Saturday,1,177774,2012-12-28,10,2,733,9105fe59-aee2-46f4-9206-8d4d6ec020a6
45.0,unemployed,married,university_degree,No,No,No,telephone,550,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-10-07,2015,10,Wednesday,4,43420,2012-11-07,28,1,784,ee9e6fbd-806d-4cc7-bddb-2987cc684874
31.0,technician,married,professional_course,No,Yes,No,telephone,130,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-05-27,2016,5,Friday,2,66665,2012-01-04,28,1,1092,b04dd0c6-9367-49c8-9b55-b0927133f7df
39.0,blue-collar,married,professional_course,No,No,No,telephone,192,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-12-18,2015,12,Friday,4,68511,2012-10-11,30,1,811,0623e378-a2e2-43d9-863d-dbc5a0104845
55.0,admin.,divorced,university_degree,No,No,No,telephone,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-03-24,2019,3,Sunday,1,141126,2012-02-29,12,2,1036,8cf94a97-d0d7-4406-b929-0199929fd0eb
55.0,admin.,married,high_school,No,No,No,telephone,239,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-12-22,2017,12,Friday,4,37488,2012-06-19,3,1,925,29342711-f586-41b4-80f3-8c0e0c4703a6
27.0,technician,single,university_degree,No,Yes,No,telephone,304,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-01-20,2016,1,Wednesday,1,94412,2012-02-22,16,4,1043,dbf4e129-83b9-42ae-8f90-5c34346344bf
38.0,self-employed,single,university_degree,No,,,telephone,114,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-09-16,2017,9,Saturday,3,113509,2012-03-30,16,3,1006,65e74153-501c-4170-8d23-568391dc8089
24.0,student,married,university_degree,No,No,No,telephone,139,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-09-20,2017,9,Wednesday,3,132589,2012-05-01,15,0,974,734fc56e-183a-4455-8113-641853e5c4ae
36.0,services,married,high_school,No,No,No,telephone,445,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-11-18,2017,11,Saturday,4,89000,2012-02-06,18,2,1059,147fb2bf-e145-4011-aca5-64a1cb8f56d4
44.0,admin.,married,basic_4_years,No,Yes,Yes,telephone,139,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-01-16,2016,1,Saturday,1,28750,2012-08-22,8,3,861,ad11b06e-af42-4aaf-b4e2-b025066ac538
33.0,blue-collar,single,basic_9_years,No,No,No,telephone,16,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-03-15,2019,3,Friday,1,92953,2012-11-24,31,3,767,31ac6ae8-c186-44f2-b043-d55edc305de4
30.0,technician,married,university_degree,No,No,No,telephone,169,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-11-18,2018,11,Sunday,4,128234,2012-07-09,19,3,905,8c08c0ab-e7d7-43c0-88e7-cf6422353420
28.0,self-employed,single,basic_9_years,No,No,No,telephone,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-07-07,2018,7,Saturday,3,98267,2012-07-06,10,3,908,a3e93904-0bd0-43da-a88f-409149c5bf14
60.0,admin.,married,university_degree,No,No,No,telephone,266,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-10-17,2017,10,Tuesday,4,144199,2012-04-18,11,2,987,f19213eb-4f48-4b7e-82f5-6e75f72f813f
38.0,technician,single,university_degree,No,Yes,No,telephone,446,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-01-14,2017,1,Saturday,1,8162,2012-01-03,22,1,1093,e3c16dec-3b99-486f-a7d7-d876c78dc709
42.0,admin.,married,basic_9_years,No,Yes,Yes,telephone,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-09-30,2015,9,Wednesday,3,135868,2012-03-01,24,2,1035,6db85c71-bac1-4521-86b3-64319bdf3551
35.0,blue-collar,married,high_school,No,Yes,Yes,telephone,6,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-06-23,2018,6,Saturday,2,127940,2012-11-10,21,3,781,59fbac14-8d28-435d-a411-5203b2fc7462
53.0,retired,married,high_school,No,No,No,telephone,15,13,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-09-10,2019,9,Tuesday,3,23537,2012-12-20,6,1,741,2d7afa35-2e60-4582-ac48-549d8dc33943
24.0,admin.,single,high_school,No,No,No,telephone,172,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-03-28,2019,3,Thursday,1,17059,2012-11-19,27,1,772,4b51c073-b69e-4d11-a98e-f81bdec50d75
35.0,admin.,divorced,university_degree,No,No,No,telephone,94,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-03-09,2019,3,Saturday,1,20659,2012-09-20,9,4,832,0591ced1-9c8c-489e-b525-6829f69ad962
25.0,admin.,single,high_school,No,No,No,telephone,268,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-12-15,2018,12,Saturday,4,167954,2012-11-30,23,4,761,7de0c9a5-e186-48b8-8418-ee207608314d
59.0,entrepreneur,married,university_degree,No,Yes,Yes,telephone,130,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-06-30,2018,6,Saturday,2,30650,2012-09-21,27,2,831,ca596788-8e00-450b-b155-26c7cab93e41
48.0,blue-collar,married,basic_4_years,No,No,No,telephone,70,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-03-19,2016,3,Saturday,1,144516,2012-05-14,16,0,961,22e34db9-9629-4b09-b96f-620ed7a6c61f
56.0,admin.,married,basic_9_years,No,No,No,telephone,91,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-05-03,2016,5,Tuesday,2,119272,2012-06-28,16,2,916,71e45569-3a5e-4e23-aeff-3bf74f00d41c
43.0,technician,married,unknown,No,Yes,No,telephone,324,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-03-15,2015,3,Sunday,1,142713,2012-05-02,11,3,973,698b4801-e527-4c3b-99a2-407d1e7253d1
32.0,entrepreneur,married,basic_6_years,No,No,No,telephone,465,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-04-07,2017,4,Friday,2,94096,2012-06-13,24,2,931,305e44ce-41d9-4cf6-a73a-f61129f1c79c
27.0,blue-collar,married,basic_9_years,No,Yes,Yes,telephone,274,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2019-07-31,2019,7,Wednesday,3,161275,2012-02-20,21,1,1045,66b50bfd-2e2e-40d7-85ce-3506a0176b02
34.0,management,single,basic_9_years,No,No,No,telephone,300,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-10-22,2016,10,Saturday,4,58138,2012-12-11,25,2,750,764b96cb-e6bc-4ab2-9b45-f40907f87f22
39.0,blue-collar,divorced,professional_course,No,Yes,No,telephone,191,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-01-19,2015,1,Monday,1,118166,2012-01-28,4,0,1068,875715e5-5281-415d-a76b-05daf9c91826
37.0,unemployed,married,high_school,No,No,No,telephone,56,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-01-14,2015,1,Wednesday,1,81885,2012-08-15,9,0,868,84d98f31-9b48-473b-9294-abd48cfb1338
29.0,services,married,high_school,No,No,No,telephone,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-12-30,2015,12,Wednesday,4,123248,2012-12-23,18,2,738,ba1175fe-16e1-4739-b418-80b7b8527089
35.0,technician,married,university_degree,No,Yes,No,telephone,236,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-05-20,2019,5,Monday,2,25579,2012-08-22,9,2,861,3f733a98-c437-4f17-942a-3c673ba45669
57.0,technician,divorced,unknown,No,No,No,telephone,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-09-23,2017,9,Saturday,3,139839,2012-05-21,13,3,954,b0f89660-bd44-476b-801c-2f34623bb87a
43.0,services,married,professional_course,No,Yes,No,telephone,614,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-03-25,2017,3,Saturday,1,20285,2012-11-20,3,0,771,34c6bd1f-4b98-4da8-80e2-8f37708f1a54
49.0,admin.,single,high_school,No,No,No,telephone,363,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-09-29,2019,9,Sunday,3,92088,2012-01-23,13,2,1073,00e8828b-a132-43ea-872d-4397508427c3
50.0,technician,married,basic_6_years,No,Yes,No,telephone,418,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-06-01,2016,6,Wednesday,2,34518,2012-05-30,20,0,945,54498e0b-3671-43db-bdee-c4ad47b630d0
33.0,technician,married,university_degree,No,Yes,No,telephone,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-05-06,2015,5,Wednesday,2,138893,2012-11-26,16,1,765,2c65c132-a9c5-42a0-84fa-886745420209
34.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,96,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2019-10-01,2019,10,Tuesday,4,178237,2012-03-17,10,4,1019,51c194bc-4a88-4b11-982a-f3d10649ca3f
24.0,services,single,high_school,No,No,No,telephone,119,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-03-31,2016,3,Thursday,1,154249,2012-11-30,13,4,761,acee2c83-fc2b-4377-99fe-ed054c140839
43.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,103,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-05-03,2017,5,Wednesday,2,120181,2012-08-17,9,4,866,eeb8b1bb-e8c2-4615-a923-64545757ab58
44.0,admin.,married,university_degree,No,No,No,telephone,10,17,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-11-11,2018,11,Sunday,4,170157,2012-06-05,7,2,939,7c28204b-cd77-4795-a7b5-5cc874bc6d20
37.0,technician,married,professional_course,No,Yes,No,telephone,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-09-17,2018,9,Monday,3,105291,2012-07-18,4,0,896,05ceeaa1-463f-453a-94c4-19ded95e453e
39.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,484,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-08-23,2017,8,Wednesday,3,78038,2012-01-05,21,1,1091,7a9cb789-7048-4133-94a8-e9275fb8a9cc
39.0,admin.,single,professional_course,No,No,No,telephone,485,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-09-14,2015,9,Monday,3,17067,2012-01-23,20,4,1073,e439249c-8c69-4ec9-b427-0fb5d84b58d6
46.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,404,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-12-29,2018,12,Saturday,4,82692,2012-05-31,26,0,944,64294fa9-1c67-4849-bd8e-690378db0f7c
39.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-05-08,2016,5,Sunday,2,27009,2012-03-29,12,2,1007,a6ce17d3-ea8b-485f-a9fc-244903b44701
28.0,admin.,single,university_degree,No,Yes,No,telephone,138,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-07-31,2016,7,Sunday,3,43208,2012-05-09,9,3,966,5f3190f1-9006-40ce-b4ea-393b340a9358
25.0,technician,single,professional_course,No,Yes,Yes,telephone,243,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-11-13,2016,11,Sunday,4,91645,2012-02-25,17,3,1040,3acb2bee-09c6-4ece-a6b3-3dcf38c3c3c6
39.0,services,married,high_school,No,No,No,telephone,919,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-01-18,2016,1,Monday,1,115916,2012-12-21,2,2,740,ee72c49e-d567-4ce6-b8c4-49b3f52cdb41
31.0,blue-collar,married,basic_9_years,No,No,No,telephone,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-06-26,2015,6,Friday,2,60898,2012-03-13,23,2,1023,1d81584a-63e1-457a-8449-b5efa6d2c92b
32.0,admin.,single,high_school,No,No,No,telephone,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2016-12-12,2016,12,Monday,4,88062,2012-04-21,31,2,984,c2dfe9c2-bf18-4f80-9b1e-d1c27adcfbb9
32.0,services,married,high_school,No,No,Yes,telephone,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2018-10-02,2018,10,Tuesday,4,145458,2012-10-05,30,2,817,fecdf0c6-bf6f-4d5f-96fe-f9ca48794b9e
41.0,admin.,married,unknown,No,No,No,telephone,185,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-08-01,2018,8,Wednesday,3,156628,2012-12-10,18,4,751,d2f9a403-3d91-4cb0-9963-5f9f337c85fa
22.0,blue-collar,married,basic_4_years,No,,,telephone,777,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2015-05-05,2015,5,Tuesday,2,65702,2012-12-30,21,3,731,d3e432ae-8701-4ee6-9d96-55b5508a2197
39.0,housemaid,married,basic_9_years,No,No,No,telephone,340,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2017-04-08,2017,4,Saturday,2,143534,2012-12-21,4,1,740,74e99f54-38d3-4871-91f8-bc05f0a561c7
29.0,admin.,single,high_school,No,No,No,telephone,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-11-19,2017,11,Sunday,4,26218,2012-05-19,20,0,956,9d673029-dd8a-4f8c-bd85-7acb52339c74
39.0,technician,married,professional_course,No,Yes,No,telephone,256,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2016-02-11,2016,2,Thursday,1,86415,2012-06-18,16,2,926,0cb08ebb-998f-4ba9-98c5-3c71d1ef2a66
39.0,housemaid,married,basic_9_years,No,No,No,telephone,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2015-04-17,2015,4,Friday,2,74484,2012-09-23,16,2,829,33e23086-6e23-49f1-9b97-83c2b0a865b9
39.0,housemaid,married,basic_4_years,No,Yes,No,telephone,54,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0,2017-08-22,2017,8,Tuesday,3,48699,2012-10-07,21,0,815,f089ea1f-1d37-4a7a-8a5e-b3420bd55d4c
39.0,services,divorced,basic_4_years,No,Yes,No,telephone,26,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0,2018-05-18,2018,5,Friday,2,175427,2012-12-05,30,3,756,5da9a265-fa62-4d17-8581-71a28fe96ee6
